custid,sex,is_employed,income,num_vehicles,age,state_of_res,gas_usage,rooms,marital_status_Divorced/Separated,marital_status_Married,marital_status_Never married,marital_status_Widowed,housing_type_Homeowner free and clear,housing_type_Homeowner with mortgage/loan,housing_type_Occupied with no rent,housing_type_Rented
000426054_02,1,1,0.07,0.33,0.12,0.9166666666666666,-0.6,0.4,0,1,0,0,1,0,0,0
001204940_02,0,0,-0.63,0.17,0.6,0.6458333333333333,0.11,0.2,0,1,0,0,0,0,0,1
000384462_02,1,1,-0.32,0.33,0.35,0.47916666666666663,-0.6,0.2,0,1,0,0,1,0,0,0
000659604_02,0,1,-0.08,0.5,0.56,0.41666666666666663,-0.6,0.8,0,1,0,0,1,0,0,0
001279311_01,0,1,0.9,0.83,0.46,0.9375,-0.6,1.0,0,1,0,0,1,0,0,0
001132981_02,0,1,-0.66,0.33,0.05,0.29166666666666663,0.49,1.0,0,1,0,0,0,1,0,0
001007879_02,1,1,1.1,0.5,0.33,0.25,0.11,0.2,0,1,0,0,1,0,0,0
001218866_01,0,0,-0.02,0.0,0.85,0.20833333333333331,-0.6,1.0,0,0,0,1,0,0,0,1
001499459_02,0,0,-0.52,0.5,0.63,0.5625,1.25,1.0,0,1,0,0,1,0,0,0
000178293_01,0,0,0.09,0.33,0.63,0.9166666666666666,-0.6,1.0,1,0,0,0,0,1,0,0
000201266_01,0,1,1.73,0.33,0.37,0.4375,-0.6,0.6,0,1,0,0,0,1,0,0
000751979_03,1,1,0.6,0.5,0.14,0.20833333333333331,-0.27,0.8,0,0,1,0,1,0,0,0
000700722_02,0,1,1.48,0.17,0.19,0.08333333333333333,3.16,0.2,0,1,0,0,0,0,1,0
000798395_01,0,1,0.73,0.0,0.12,0.9375,-0.6,0.2,0,0,1,0,0,0,0,1
000545937_01,1,1,1.35,0.33,0.27,0.29166666666666663,-0.61,0.6,0,1,0,0,0,1,0,0
000231606_01,1,1,1.68,0.33,0.47,0.3958333333333333,-0.6,0.6,1,0,0,0,0,0,0,1
000893430_02,0,0,-0.79,0.33,0.31,0.25,4.87,0.0,0,1,0,0,0,1,0,0
000577078_04,1,1,-0.62,0.17,0.13,0.08333333333333333,2.2,0.6,0,0,1,0,1,0,0,0
000743049_02,1,0,-0.57,0.17,0.28,0.08333333333333333,0.3,0.8,0,0,1,0,0,0,0,1
000249489_02,1,1,0.35,0.33,0.4,0.9166666666666666,-0.6,0.2,0,1,0,0,0,1,0,0
000253403_01,1,1,2.64,0.33,0.36,0.875,-0.6,0.0,0,1,0,0,1,0,0,0
000353291_03,0,1,-0.18,0.67,0.09,0.6041666666666666,0.11,1.0,0,0,1,0,0,1,0,0
000036345_05,0,1,-0.41,0.67,0.58,0.14583333333333331,-0.61,0.4,0,1,0,0,0,0,0,1
000456288_02,1,0,-0.52,0.33,0.05,0.6458333333333333,0.87,0.2,0,0,1,0,0,0,1,0
001092049_02,1,1,0.73,0.67,0.4,0.5625,-0.08,0.8,0,1,0,0,0,1,0,0
000439672_02,1,1,0.22,0.33,0.13,0.875,-0.08,1.0,0,0,1,0,0,0,0,1
000676020_03,1,1,1.48,0.33,0.31,0.6458333333333333,2.78,0.2,0,1,0,0,1,0,0,0
001233184_03,0,1,-0.63,0.5,0.45,0.08333333333333333,-0.61,0.2,0,0,0,1,0,1,0,0
000058268_02,1,1,0.22,0.33,0.13,0.041666666666666664,-0.6,0.0,0,1,0,0,0,1,0,0
000725266_01,0,0,-0.74,0.33,0.19,0.020833333333333332,0.87,1.0,0,1,0,0,0,0,0,1
000906195_02,0,0,-0.43,0.33,0.59,0.7708333333333333,-0.6,0.0,0,1,0,0,0,1,0,0
000207014_01,1,1,1.93,0.33,0.51,0.08333333333333333,-0.08,1.0,0,1,0,0,0,1,0,0
000685757_01,1,0,0.14,0.33,0.69,0.75,-0.27,1.0,0,0,1,0,0,1,0,0
000906725_02,0,1,-0.32,0.33,0.6,0.3125,0.68,0.4,0,1,0,0,0,1,0,0
001019654_01,1,1,0.17,0.17,0.41,0.1875,-0.6,0.0,0,1,0,0,0,0,0,1
000645345_01,1,1,-0.02,0.33,0.18,0.75,-0.6,0.8,1,0,0,0,0,0,0,1
000192839_01,0,0,-0.79,0.17,0.46,0.8541666666666666,-0.6,0.6,0,1,0,0,1,0,0,0
000897423_02,1,1,2.02,0.33,0.58,0.9166666666666666,-0.6,0.6,0,1,0,0,0,1,0,0
000650647_01,1,1,1.48,0.33,0.22,0.041666666666666664,-0.6,0.6,0,1,0,0,0,0,0,1
000719811_01,0,1,0.73,0.17,0.12,0.20833333333333331,-0.6,0.6,0,0,1,0,0,0,0,1
001361540_02,1,0,0.12,0.33,0.55,0.2708333333333333,0.11,0.2,0,1,0,0,0,1,0,0
001212285_01,1,1,5.54,0.33,0.5,0.875,0.87,0.0,0,1,0,0,0,1,0,0
000949425_03,1,1,-0.63,0.67,0.0,0.3125,3.16,1.0,0,0,1,0,0,1,0,0
000966439_02,1,1,2.99,0.33,0.36,0.041666666666666664,0.11,0.8,0,1,0,0,0,1,0,0
000187607_02,0,0,-0.18,0.33,0.68,0.10416666666666666,-0.61,0.4,0,1,0,0,0,1,0,0
000256724_01,1,1,0.17,0.0,0.59,0.6458333333333333,-0.61,0.8,1,0,0,0,0,0,0,1
000362314_01,0,1,-0.38,0.33,0.21,0.22916666666666666,0.3,1.0,0,1,0,0,0,0,0,1
000980330_01,0,0,-0.79,0.33,0.49,0.2708333333333333,0.87,0.2,1,0,0,0,0,1,0,0
000426997_01,1,1,2.49,0.33,0.46,0.7083333333333333,-0.6,0.8,0,1,0,0,0,1,0,0
000414977_01,1,1,1.23,0.17,0.24,0.35416666666666663,-0.61,0.6,1,0,0,0,0,1,0,0
000042428_02,0,1,-0.48,0.33,0.26,0.4375,0.3,0.8,0,1,0,0,0,0,0,1
001152741_02,1,0,0.07,0.5,0.85,0.0625,0.3,0.6,0,1,0,0,0,1,0,0
001268811_01,0,1,0.68,0.17,0.21,0.5416666666666666,1.06,0.4,1,0,0,0,0,1,0,0
000885684_03,0,1,-0.27,0.17,0.08,0.75,-0.6,0.4,0,0,1,0,0,0,0,1
001372724_01,0,0,-0.31,0.33,0.85,0.8541666666666666,-0.6,0.4,0,0,0,1,0,0,0,1
000599486_01,0,1,-0.28,0.83,0.13,0.875,-0.6,0.8,0,1,0,0,0,0,0,1
000833626_01,0,1,-0.16,0.17,0.38,0.5,-0.27,0.6,1,0,0,0,0,0,0,1
001330578_02,0,1,-0.48,0.5,0.49,0.08333333333333333,0.3,0.8,0,1,0,0,0,1,0,0
000935214_02,0,1,0.12,0.67,0.5,0.41666666666666663,-0.6,0.6,0,1,0,0,0,1,0,0
001400345_01,0,1,0.62,0.33,0.36,0.6666666666666666,-0.58,0.8,0,1,0,0,1,0,0,0
000200575_01,1,0,-0.13,0.33,0.63,0.7083333333333333,-0.6,0.0,0,1,0,0,0,1,0,0
000508371_05,1,1,0.35,0.0,0.35,0.7708333333333333,-0.63,0.8,0,1,0,0,0,1,0,0
000036749_02,1,1,0.8,0.33,0.18,0.875,0.11,0.6,0,1,0,0,0,1,0,0
001017882_02,1,0,-0.13,0.17,0.56,0.3125,1.63,1.0,0,1,0,0,0,1,0,0
000572643_02,1,1,0.93,0.33,0.41,0.08333333333333333,0.3,0.8,0,1,0,0,0,1,0,0
001421332_01,0,0,-0.53,0.33,0.62,0.875,-0.6,0.4,0,0,0,1,1,0,0,0
001225784_01,0,1,-0.05,0.33,0.27,0.7708333333333333,-0.46,0.8,1,0,0,0,1,0,0,0
000958426_04,1,1,-0.74,0.33,0.14,0.08333333333333333,1.06,0.8,0,0,1,0,0,1,0,0
001157097_02,1,1,0.02,0.17,0.22,0.1875,-0.6,0.6,0,1,0,0,0,1,0,0
001262746_01,0,1,0.3,0.33,0.12,0.6666666666666666,-0.6,0.8,0,1,0,0,0,0,0,1
000266106_01,0,0,-0.79,0.5,0.35,0.1875,0.11,0.2,0,1,0,0,0,1,0,0
001112278_01,1,1,0.27,0.67,0.56,0.6666666666666666,3.92,0.6,0,1,0,0,1,0,0,0
000171743_01,1,1,0.47,0.33,0.17,0.9791666666666666,-0.6,0.6,0,1,0,0,0,0,0,1
001417294_02,1,1,0.98,0.33,0.32,0.41666666666666663,0.68,0.0,0,1,0,0,0,1,0,0
000851522_06,0,0,-0.79,0.67,0.36,0.2708333333333333,0.11,1.0,1,0,0,0,0,1,0,0
000377773_04,1,1,-0.45,0.83,0.08,0.20833333333333331,-0.6,0.8,0,1,0,0,0,1,0,0
000136585_01,0,0,-0.63,0.33,0.67,0.2708333333333333,0.3,0.6,0,1,0,0,1,0,0,0
000762541_02,1,1,0.38,0.33,0.28,0.75,-0.6,0.8,0,1,0,0,0,0,0,1
001309126_01,0,0,-0.79,0.0,0.49,0.7916666666666666,-0.63,0.6,1,0,0,0,0,0,0,1
001259490_04,0,1,0.12,0.5,0.28,0.625,1.25,1.0,1,0,0,0,0,0,0,1
001442520_07,1,1,-0.34,0.5,0.29,0.08333333333333333,1.06,0.6,0,1,0,0,1,0,0,0
000190297_02,0,0,-0.39,0.5,0.73,0.875,-0.6,1.0,0,0,0,1,1,0,0,0
000859612_01,1,1,1.24,0.33,0.55,0.3333333333333333,1.25,0.4,0,1,0,0,1,0,0,0
001032537_02,1,0,-0.66,0.33,0.18,0.6666666666666666,-0.6,0.8,0,0,1,0,0,1,0,0
001387070_01,1,1,-0.45,0.0,0.13,0.6458333333333333,-0.6,0.4,0,0,1,0,0,0,0,1
001412042_01,0,1,2.49,0.33,0.31,0.875,-0.6,0.6,0,0,1,0,0,1,0,0
000113405_02,1,1,4.14,0.5,0.51,0.9791666666666666,-0.6,0.8,0,1,0,0,0,1,0,0
001157691_05,0,0,-0.48,0.17,0.56,0.8541666666666666,-0.46,1.0,1,0,0,0,0,0,1,0
000007324_02,0,0,-0.48,0.33,0.63,0.2708333333333333,0.3,1.0,0,1,0,0,0,1,0,0
000005333_01,1,1,0.57,0.33,0.14,0.6458333333333333,-0.6,0.8,0,0,1,0,0,0,0,1
000779405_01,0,1,1.98,0.33,0.36,0.041666666666666664,-0.6,0.8,0,1,0,0,0,1,0,0
001387490_02,0,1,-0.18,0.33,0.44,0.08333333333333333,-0.6,1.0,0,0,1,0,0,0,0,1
001154114_03,1,1,-0.63,0.33,0.0,0.875,-0.61,0.4,0,0,1,0,0,1,0,0
001147457_02,0,1,0.58,0.5,0.31,0.7708333333333333,-0.46,0.8,0,1,0,0,0,1,0,0
000590516_02,0,1,0.8,0.33,0.4,0.25,0.49,0.0,1,0,0,0,0,1,0,0
000128849_01,0,0,-0.11,0.33,0.72,0.3333333333333333,1.82,0.6,0,0,0,1,0,0,0,1
000902929_01,1,1,0.22,0.33,0.17,0.0625,-0.6,0.6,0,1,0,0,0,0,0,1
001121669_01,1,0,-0.33,0.33,0.69,0.6458333333333333,-0.6,0.4,0,0,1,0,0,0,0,1
000886662_01,1,1,0.73,0.5,0.32,0.47916666666666663,-0.27,0.0,0,1,0,0,0,0,1,0
000920276_01,1,1,3.66,0.17,0.4,0.08333333333333333,-0.08,1.0,0,0,1,0,1,0,0,0
000813061_02,1,1,4.25,0.0,0.28,0.08333333333333333,-0.08,0.0,0,1,0,0,0,0,0,1
000373942_01,0,1,3.75,0.33,0.51,0.3958333333333333,-0.61,0.2,0,1,0,0,0,1,0,0
000833971_01,0,0,0.03,0.17,0.54,0.7708333333333333,0.49,0.6,1,0,0,0,0,1,0,0
001025048_02,1,1,0.47,0.33,0.09,0.47916666666666663,-0.63,0.0,0,1,0,0,0,0,0,1
001505466_06,1,1,-0.51,0.67,0.1,0.08333333333333333,0.3,0.2,0,1,0,0,1,0,0,0
000253620_03,0,1,-0.58,0.5,0.03,0.6458333333333333,3.16,0.8,0,0,1,0,1,0,0,0
000237763_02,0,1,0.12,0.33,0.53,0.7083333333333333,-0.6,1.0,0,1,0,0,0,1,0,0
001253012_02,1,1,0.22,0.33,0.23,0.4375,-0.61,0.2,0,1,0,0,0,1,0,0
001163136_02,0,1,-0.43,0.33,0.31,0.25,-0.61,0.6,0,1,0,0,0,1,0,0
000574737_01,1,1,0.1,0.5,0.32,0.9791666666666666,8.11,0.4,0,1,0,0,0,1,0,0
000205805_01,1,1,1.35,0.33,0.14,0.7708333333333333,-0.08,0.4,0,1,0,0,0,1,0,0
000042611_02,0,1,0.52,0.67,0.32,0.20833333333333331,-0.6,1.0,0,1,0,0,0,1,0,0
001497853_01,1,0,-0.19,0.33,0.63,0.08333333333333333,-0.46,1.0,0,1,0,0,0,1,0,0
000178045_01,1,0,-0.79,0.33,0.17,0.7708333333333333,-0.6,0.6,0,0,1,0,0,0,0,1
000642365_05,1,0,-0.54,0.67,0.81,0.1875,-0.6,0.0,0,0,0,1,0,1,0,0
000529343_11,1,1,-0.08,0.83,0.12,0.08333333333333333,0.68,0.0,0,1,0,0,1,0,0,0
001406561_01,0,1,-0.21,0.17,0.04,0.7083333333333333,-0.6,0.0,0,0,1,0,0,0,0,1
001050876_01,0,0,-0.74,0.0,0.03,0.08333333333333333,-0.61,0.6,0,0,1,0,0,0,0,1
000490702_02,1,1,0.98,0.33,0.27,0.2708333333333333,-0.6,1.0,0,1,0,0,0,1,0,0
000770598_01,0,1,-0.13,0.5,0.35,0.08333333333333333,-0.61,0.0,1,0,0,0,0,1,0,0
000977181_02,0,0,-0.49,0.17,0.72,0.4375,0.3,0.6,0,1,0,0,1,0,0,0
000610993_02,1,1,3.87,0.33,0.38,0.08333333333333333,-0.61,1.0,0,1,0,0,0,1,0,0
001322219_02,0,1,0.52,0.5,0.06,0.9791666666666666,0.3,0.6,0,0,1,0,0,1,0,0
000831813_01,1,0,-0.32,0.17,0.74,0.7083333333333333,-0.08,0.2,1,0,0,0,1,0,0,0
000129745_02,0,0,-0.78,0.33,0.27,0.875,-0.58,0.2,0,1,0,0,0,1,0,0
000285834_02,0,0,-0.73,0.33,0.54,0.875,2.2,0.4,0,1,0,0,0,1,0,0
000434819_02,1,0,-0.45,0.5,0.6,0.2708333333333333,-0.27,0.8,1,0,0,0,1,0,0,0
000829334_02,1,1,2.99,0.33,0.54,0.6041666666666666,0.3,0.2,0,1,0,0,1,0,0,0
000422936_05,0,0,-0.56,0.33,0.09,0.875,-0.6,1.0,0,0,1,0,0,1,0,0
001073831_01,1,1,0.1,0.33,0.18,0.2708333333333333,-0.27,0.6,0,0,1,0,0,1,0,0
000134987_01,0,1,1.91,0.5,0.23,0.08333333333333333,-0.46,0.8,0,1,0,0,0,1,0,0
000557241_02,1,1,0.1,0.33,0.51,0.875,0.49,0.0,0,1,0,0,1,0,0,0
000578223_01,1,1,-0.36,0.5,0.21,0.08333333333333333,0.3,0.2,0,0,1,0,0,1,0,0
000553667_01,1,0,0.48,0.33,0.65,0.125,0.87,1.0,0,1,0,0,0,0,0,1
000158556_03,1,1,-0.41,0.67,0.12,0.08333333333333333,0.3,0.0,0,0,1,0,0,1,0,0
000810764_05,0,0,-0.79,0.33,0.83,0.08333333333333333,-0.08,0.6,1,0,0,0,0,1,0,0
000875993_02,0,1,0.6,0.33,0.45,0.3125,-0.6,0.0,0,1,0,0,0,1,0,0
001039533_01,1,0,-0.73,0.0,0.94,0.08333333333333333,-0.6,1.0,1,0,0,0,0,0,0,1
001247020_02,0,1,-0.21,0.33,0.1,0.08333333333333333,-0.08,0.8,0,0,1,0,0,1,0,0
001073949_02,0,0,-0.56,0.17,0.74,0.1875,-0.6,0.0,1,0,0,0,0,0,0,1
001043135_02,0,0,-0.79,0.33,0.29,0.6458333333333333,0.49,0.2,0,1,0,0,1,0,0,0
001395893_02,0,1,-0.16,0.33,0.14,0.4583333333333333,-0.27,0.4,0,1,0,0,0,1,0,0
001304904_01,0,1,-0.2,0.0,0.05,0.25,2.01,0.6,0,0,1,0,0,0,0,1
000772195_02,1,1,-0.23,0.33,0.22,0.08333333333333333,-0.61,1.0,0,1,0,0,0,0,0,1
000261183_02,0,0,-0.79,0.33,0.4,0.2708333333333333,-0.08,0.2,0,1,0,0,0,1,0,0
001248658_01,0,1,0.05,0.17,0.54,0.5416666666666666,1.25,1.0,0,0,1,0,0,1,0,0
000440811_01,1,1,1.23,0.17,0.17,0.6041666666666666,-0.46,0.6,0,0,1,0,0,1,0,0
001382514_02,0,1,0.98,0.17,0.12,0.41666666666666663,1.25,0.8,0,1,0,0,0,0,0,1
000359946_01,0,0,-0.79,0.67,0.49,0.875,-0.08,1.0,0,1,0,0,0,1,0,0
000487832_02,1,1,-0.06,0.33,0.64,0.875,-0.6,0.4,0,1,0,0,0,1,0,0
000286187_02,0,0,-0.79,0.0,0.5,0.10416666666666666,3.92,0.2,0,0,1,0,0,0,0,1
000902470_01,0,1,0.73,0.5,0.26,0.08333333333333333,-0.61,0.6,0,1,0,0,0,0,0,1
000527357_01,0,1,0.12,0.33,0.18,0.0625,0.68,0.2,1,0,0,0,0,0,0,1
000741638_02,1,1,0.2,0.17,0.15,0.6458333333333333,-0.61,0.8,0,0,1,0,0,0,0,1
000152758_03,0,0,-0.79,0.17,0.06,0.25,-0.08,1.0,0,0,1,0,0,0,0,1
000008864_03,1,0,0.12,0.67,0.1,0.20833333333333331,2.01,1.0,0,0,1,0,0,1,0,0
000640910_02,1,1,-0.03,0.83,0.38,0.9791666666666666,0.11,0.8,0,1,0,0,0,1,0,0
000478453_03,0,0,-0.79,0.33,0.1,0.875,-0.61,0.8,1,0,0,0,0,0,0,1
001065251_04,1,1,-0.16,0.17,0.06,0.8333333333333333,-0.63,0.4,0,0,1,0,0,0,0,1
001305620_02,1,1,0.1,0.33,0.15,0.8958333333333333,-0.27,0.2,0,0,1,0,0,1,0,0
001490875_04,1,1,-0.13,0.17,0.15,0.8541666666666666,-0.6,0.4,0,0,1,0,0,0,0,1
000328118_02,0,1,-0.08,0.33,0.32,0.875,-0.6,1.0,0,0,0,1,0,0,0,1
001037110_01,0,1,-0.59,0.17,1.0,0.9166666666666666,-0.6,0.4,0,1,0,0,0,0,0,1
000223610_01,1,1,-0.03,0.5,0.32,0.1875,-0.6,1.0,1,0,0,0,0,1,0,0
000325622_03,1,1,0.1,0.17,0.26,0.625,-0.08,0.2,0,0,1,0,1,0,0,0
000326449_01,0,1,-0.51,0.17,0.13,0.75,-0.6,0.8,0,0,1,0,0,0,0,1
000869045_01,1,1,0.13,0.0,0.42,0.4583333333333333,2.97,0.8,1,0,0,0,1,0,0,0
000248131_02,1,0,-0.79,0.33,0.03,0.08333333333333333,-0.6,0.4,0,0,1,0,0,0,0,1
000611233_04,1,1,-0.41,0.17,0.09,0.6458333333333333,-0.27,0.8,0,0,1,0,0,0,0,1
000186704_04,1,0,-0.79,0.67,0.06,0.1875,-0.6,0.0,0,0,1,0,0,1,0,0
000991664_03,0,0,-0.79,0.33,0.22,0.1875,-0.6,0.4,1,0,0,0,0,1,0,0
000836509_01,1,0,-0.79,0.33,0.26,0.875,-0.6,0.2,1,0,0,0,0,0,0,1
000918731_02,1,0,-0.48,0.17,0.4,0.8541666666666666,-0.08,0.0,1,0,0,0,1,0,0,0
000831671_01,0,1,-0.61,0.33,0.29,0.1875,-0.6,0.4,0,0,1,0,0,0,1,0
000778995_02,1,1,-0.38,0.33,0.03,0.6666666666666666,-0.6,0.8,0,0,1,0,0,0,0,1
001272878_01,0,1,-0.33,0.0,0.22,0.25,3.16,0.2,0,0,1,0,0,0,0,1
000149226_03,0,1,-0.58,0.17,0.04,0.7083333333333333,0.87,0.2,0,0,1,0,0,0,1,0
001145927_02,1,0,-0.28,0.33,0.14,0.875,-0.6,0.4,0,1,0,0,0,0,0,1
000105404_03,1,0,-0.79,0.67,0.06,0.47916666666666663,-0.6,0.4,0,0,1,0,0,0,0,1
000620688_02,0,1,-0.47,0.17,0.18,0.7708333333333333,1.06,0.0,0,1,0,0,1,0,0,0
000518628_01,1,1,0.1,0.17,0.28,0.6458333333333333,-0.6,0.0,1,0,0,0,1,0,0,0
000603911_01,1,1,1.03,0.17,0.21,0.6458333333333333,-0.27,0.6,0,1,0,0,0,0,0,1
000982048_02,1,0,-0.79,0.33,0.24,0.041666666666666664,-0.6,0.2,0,0,1,0,0,0,0,1
000619079_02,0,0,-0.79,0.17,0.38,0.1875,-0.6,0.0,0,1,0,0,0,0,0,1
000980305_03,1,0,-0.69,0.5,0.04,0.08333333333333333,-0.46,0.4,0,0,1,0,0,1,0,0
000383978_01,1,1,1.23,0.17,0.18,0.3958333333333333,-0.08,0.2,0,1,0,0,0,0,0,1
000624649_01,0,1,-0.21,0.5,0.36,0.9375,0.3,0.2,0,1,0,0,0,1,0,0
000758336_07,1,1,-0.16,0.33,0.01,0.9166666666666666,3.73,0.8,0,0,1,0,0,1,0,0
000510200_01,1,1,0.02,0.5,0.37,0.8541666666666666,-0.61,0.6,0,1,0,0,0,1,0,0
000361456_01,0,0,-0.52,0.17,0.26,0.25,0.3,0.8,0,1,0,0,0,0,0,1
001129317_02,1,0,-0.79,0.67,0.95,0.1875,-0.6,0.4,0,1,0,0,0,1,0,0
000216126_01,1,1,0.65,0.33,0.47,0.041666666666666664,-0.27,1.0,0,1,0,0,0,1,0,0
000959229_03,0,0,-0.79,1.0,0.27,0.1875,-0.6,0.4,0,0,1,0,0,0,0,1
000569467_02,1,0,-0.79,0.0,0.05,0.4375,-0.6,0.4,0,0,1,0,0,0,0,1
001131661_05,0,0,-0.73,0.33,0.55,0.1875,-0.6,0.0,0,1,0,0,0,1,0,0
001046816_03,1,1,-0.03,0.5,0.13,0.875,-0.6,0.4,0,0,1,0,0,1,0,0
000002767_07,0,1,0.02,0.83,0.54,0.10416666666666666,0.68,0.6,1,0,0,0,0,1,0,0
000287944_02,1,1,0.22,0.33,0.38,0.7708333333333333,0.3,0.0,0,1,0,0,0,0,0,1
001444088_01,1,0,-0.48,0.33,0.05,0.041666666666666664,-0.6,0.4,0,0,1,0,0,0,0,1
000273078_02,0,0,-0.79,0.17,0.0,0.6041666666666666,0.11,0.6,0,1,0,0,0,0,0,1
001290197_01,0,1,-0.53,0.33,0.04,0.7708333333333333,0.68,0.4,0,0,1,0,0,0,0,1
000075904_01,0,0,-0.79,0.33,0.35,0.041666666666666664,-0.6,0.2,1,0,0,0,0,0,0,1
000990749_02,1,0,-0.68,0.17,0.59,0.041666666666666664,0.49,0.4,0,1,0,0,0,0,0,1
000474529_02,0,1,-0.35,0.33,0.0,0.08333333333333333,1.25,0.2,0,0,1,0,0,0,1,0
000296530_01,0,1,-0.61,0.33,0.26,0.9375,-0.6,0.0,0,0,1,0,0,0,0,1
000939299_01,0,1,0.22,0.17,0.23,0.1875,-0.6,0.4,1,0,0,0,0,0,0,1
000545994_01,1,0,-0.74,0.33,0.33,0.75,-0.6,0.2,0,0,0,1,0,0,0,1
000393353_02,0,0,-0.79,0.33,0.28,0.7708333333333333,2.59,0.6,0,1,0,0,0,1,0,0
000455357_02,1,1,-0.48,0.33,0.03,0.08333333333333333,-0.08,1.0,0,0,1,0,0,0,0,1
000923379_01,0,1,-0.18,0.0,0.09,0.6458333333333333,0.3,0.0,0,0,1,0,0,0,0,1
000297489_02,1,1,-0.58,0.17,0.06,0.1875,-0.6,1.0,0,0,1,0,0,0,0,1
001509129_01,1,0,-0.79,0.33,0.09,0.35416666666666663,-0.6,0.6,1,0,0,0,0,0,0,1
001337745_04,0,0,-0.77,0.0,0.22,0.875,-0.6,0.4,0,0,1,0,0,0,0,1
000706289_03,1,0,-0.48,0.0,0.41,0.08333333333333333,1.82,0.4,0,0,1,0,0,1,0,0
001347386_01,0,0,-0.79,0.0,0.15,0.875,-0.6,0.0,0,0,1,0,0,0,0,1
000536236_02,0,0,-0.72,0.5,0.53,0.6666666666666666,-0.6,0.2,0,1,0,0,1,0,0,0
000025147_02,0,0,-0.79,0.83,0.46,0.0,-0.61,0.2,1,0,0,0,0,1,0,0
001103371_01,1,0,-0.77,0.33,0.24,0.4583333333333333,-0.6,0.4,0,0,1,0,0,0,0,1
000341288_03,0,1,-0.66,0.83,0.08,0.7083333333333333,0.3,0.2,0,0,1,0,0,1,0,0
000503820_02,0,1,0.62,0.17,0.28,0.35416666666666663,-0.6,0.0,0,1,0,0,1,0,0,0
000825322_02,0,1,-0.65,0.0,0.04,0.6041666666666666,0.68,0.6,0,0,1,0,0,0,0,1
000167057_06,1,0,-0.79,0.33,0.6,0.3125,1.44,0.4,0,1,0,0,0,1,0,0
001372951_03,1,1,0.25,0.33,0.36,0.875,0.11,0.8,0,0,1,0,0,1,0,0
000108776_03,0,1,-0.53,0.33,0.1,0.6041666666666666,-0.61,0.4,0,0,1,0,0,0,0,1
001385779_03,0,1,-0.66,0.33,0.06,0.4375,0.49,0.0,1,0,0,0,0,0,0,1
001083074_01,1,1,-0.21,0.17,0.55,0.25,2.01,0.6,0,0,1,0,1,0,0,0
000293023_01,1,1,-0.03,0.33,0.32,0.1875,-0.6,1.0,0,0,1,0,0,0,0,1
001368362_02,1,1,0.35,0.33,0.42,0.875,0.11,0.0,0,1,0,0,1,0,0,0
001410656_02,1,1,-0.41,0.33,0.03,0.875,-0.6,0.0,0,0,1,0,0,0,0,1
000303682_01,1,1,0.47,0.0,0.12,0.7083333333333333,1.06,0.6,0,1,0,0,0,1,0,0
001252330_01,0,1,-0.55,0.17,0.14,0.875,-0.6,1.0,1,0,0,0,0,1,0,0
000144167_10,0,0,-0.79,0.67,0.03,0.6666666666666666,-0.6,0.8,0,1,0,0,0,1,0,0
001166065_07,0,1,-0.53,0.0,0.1,0.6458333333333333,-0.27,0.2,0,0,1,0,0,0,0,1
000023575_02,1,1,-0.16,0.17,0.05,0.041666666666666664,-0.27,0.2,0,0,1,0,0,1,0,0
000951249_01,0,1,0.12,0.67,0.24,0.1875,-0.6,0.0,0,0,1,0,0,1,0,0
000567039_02,1,0,-0.79,0.33,0.15,0.35416666666666663,-0.6,1.0,0,0,1,0,0,1,0,0
000499673_01,1,1,-0.53,0.5,0.05,0.875,1.06,0.8,0,1,0,0,0,1,0,0
001501247_01,0,0,0.47,0.33,0.5,0.041666666666666664,-0.08,0.0,0,1,0,0,0,1,0,0
001118831_02,1,1,-0.31,0.17,0.24,0.875,-0.61,0.8,0,1,0,0,0,0,0,1
000223498_02,1,1,-0.53,0.17,0.12,0.1875,-0.6,0.8,0,1,0,0,0,0,0,1
001410295_02,0,1,-0.73,0.5,0.31,0.875,1.25,0.8,0,1,0,0,1,0,0,0
000031832_07,0,0,-0.79,0.33,0.33,0.08333333333333333,1.63,0.2,0,0,1,0,0,0,0,1
000020565_01,1,0,-0.66,0.33,0.01,0.7708333333333333,-0.6,0.4,0,0,1,0,0,0,0,1
001434077_01,1,1,1.23,0.0,0.45,0.1875,-0.6,1.0,1,0,0,0,0,0,0,1
001236207_01,1,0,-0.79,0.33,0.09,0.875,-0.6,1.0,0,0,1,0,0,0,0,1
000941662_02,1,1,-0.78,0.33,0.05,0.1875,-0.6,0.6,0,0,1,0,0,0,0,1
001086114_05,0,1,-0.74,0.17,0.05,0.1875,-0.6,0.4,0,0,1,0,0,1,0,0
000704553_01,1,1,0.17,0.33,0.4,0.3958333333333333,-0.6,0.4,1,0,0,0,0,0,0,1
001219634_01,0,1,0.93,0.33,0.18,0.22916666666666666,0.3,0.0,0,1,0,0,0,1,0,0
000892062_01,1,0,-0.79,0.33,0.01,0.9791666666666666,-0.6,0.0,0,0,1,0,0,0,0,1
000956106_03,1,1,-0.67,0.17,0.06,0.7083333333333333,0.87,0.6,0,0,1,0,1,0,0,0
000085608_01,1,0,-0.79,0.33,0.09,0.08333333333333333,-0.6,1.0,0,0,1,0,0,0,0,1
000566838_03,1,1,-0.03,1.0,0.0,0.20833333333333331,0.11,0.2,0,0,1,0,1,0,0,0
